 format: day,hour,value location:62_128 Start : 20220101 
 27, 1800, 69.000000 
 27, 1900, 79.000000 
 27, 2000, 0.000000 
 27, 2100, 78.000000 
 27, 2200, 65.000000 
 27, 2300, 74.000000 
 28, 0000, 88.000000 
 28, 0100, 267.000000 
 28, 0200, 209.000000 
 28, 0300, 213.000000 
 28, 0400, 265.000000 
 28, 0500, 160.000000 
 28, 0600, 250.000000 
 28, 0700, 275.000000 
 28, 0800, 266.000000 
 28, 0900, 280.000000 
 28, 1000, 119.000000 
 28, 1100, 69.000000 
 28, 1200, 50.000000 
 28, 1300, 64.000000 
 28, 1400, 64.000000 
 28, 1500, 67.000000 
 28, 1600, 74.000000 
 28, 1700, 68.000000 
 28, 1800, 60.000000 
 28, 1900, 64.000000 
 28, 2000, 62.000000 
 28, 2100, 59.000000 
 28, 2200, 64.000000 
 28, 2300, 79.000000 
 29, 0000, 203.000000 
 29, 0100, 234.000000 
 29, 0200, 230.000000 
 29, 0300, 249.000000 
 29, 0400, 269.000000 
 29, 0500, 255.000000 
 29, 0600, 257.000000 
 29, 0700, 256.000000 
 29, 0800, 262.000000 
 29, 0900, 236.000000 
 29, 1000, 59.000000 
 29, 1100, 70.000000 
 29, 1200, 77.000000 
 29, 1300, 88.000000 
 29, 1400, 76.000000 
 29, 1500, 86.000000 
 29, 1600, 73.000000 
 29, 1700, 64.000000 
 29, 1800, 49.000000 
 29, 1900, 91.000000 
 29, 2000, 73.000000 
 29, 2100, 70.000000 
 29, 2200, 57.000000 
 29, 2300, 76.000000 
 30, 0000, 61.000000 
 30, 0100, 115.000000 
 30, 0200, 67.000000 
 30, 0300, 135.000000 
 30, 0400, 248.000000 
 30, 0500, 3.000000 
 30, 0600, 78.000000 
 30, 0700, 340.000000 
 30, 0800, 356.000000 
 30, 0900, 80.000000 
 30, 1000, 36.000000 
 30, 1100, 77.000000 
 30, 1200, 69.000000 
 30, 1300, 308.000000 
 30, 1400, 59.000000 
 30, 1500, 52.000000 
 30, 1600, 37.000000 
 30, 1700, 36.000000 
 30, 1800, 44.000000 
 30, 1900, 44.000000 
 30, 2000, 33.000000 
 30, 2100, 63.000000 
 30, 2200, 18.000000 
 30, 2300, 237.000000 
 31, 0000, 317.000000 
 31, 0100, 34.000000 
 31, 0200, 355.000000 
 31, 0300, 344.000000 
 31, 0400, 252.000000 
 31, 0500, 284.000000 
 31, 0600, 329.000000 
 31, 0700, 338.000000 
 31, 0800, 321.000000 
 31, 0900, 44.000000 
 31, 1000, 69.000000 
 31, 1100, 355.000000 
 31, 1200, 302.000000 
 31, 1300, 72.000000 
 31, 1400, 81.000000 
 31, 1500, 105.000000 
 31, 1600, 61.000000 
 31, 1700, 74.000000 
 31, 1800, 67.000000 
 31, 1900, 73.000000 
 31, 2000, 67.000000 
 31, 2100, 69.000000 
 31, 2200, 74.000000 
 31, 2300, -1.000000 
 Start : 20220401 
 1, 0000, 65.000000 
 1, 0100, 72.000000 
 1, 0200, 260.000000 
 1, 0300, 245.000000 
 1, 0400, 253.000000 
 1, 0500, 113.000000 
 1, 0600, 243.000000 
 1, 0700, 249.000000 
 1, 0800, 250.000000 
 1, 0900, 245.000000 
 1, 1000, 233.000000 
 1, 1100, 116.000000 
 1, 1200, 63.000000 
 1, 1300, 69.000000 
 1, 1400, 69.000000 
 1, 1500, 69.000000 
 1, 1600, 78.000000 
 1, 1700, 67.000000 
 1, 1800, 61.000000 
 1, 1900, 64.000000 
 1, 2000, 71.000000 
 1, 2100, 72.000000 
 1, 2200, 69.000000 
 1, 2300, 275.000000 
 2, 0000, 69.000000 
 2, 0100, 82.000000 
 2, 0200, 198.000000 
 2, 0300, 250.000000 
 2, 0400, 248.000000 
 2, 0500, 255.000000 
 2, 0600, 250.000000 
 2, 0700, 252.000000 
 2, 0800, 250.000000 
 2, 0900, 249.000000 
 2, 1000, 74.000000 
 2, 1100, 63.000000 
 2, 1200, 49.000000 
 2, 1300, 60.000000 
 2, 1400, 69.000000 
 2, 1500, 68.000000 
 2, 1600, 71.000000 
 2, 1700, 109.000000 
 2, 1800, 81.000000 
 2, 1900, 65.000000 
 2, 2000, 70.000000 
 2, 2100, 72.000000 
 2, 2200, 65.000000 
 2, 2300, 97.000000 
 3, 0000, 235.000000 
 3, 0100, 208.000000 
 3, 0200, 216.000000 
 3, 0300, 250.000000 
 3, 0400, 186.000000 
 3, 0500, 247.000000 
 3, 0600, 247.000000 
 3, 0700, 237.000000 
 3, 0800, 240.000000 
 3, 0900, 237.000000 
 3, 1000, 241.000000 
 3, 1100, 147.000000 
 3, 1200, 58.000000 
 3, 1300, 82.000000 
 3, 1400, 69.000000 
 3, 1500, 86.000000 
 3, 1600, 76.000000 
 3, 1700, 59.000000 
 3, 1800, 68.000000 
 3, 1900, 69.000000 
 3, 2000, 74.000000 
 3, 2100, 56.000000 
 3, 2200, 69.000000 
 3, 2300, 50.000000 
 4, 0000, 235.000000 
 4, 0100, 115.000000 
 4, 0200, 233.000000 
 4, 0300, 263.000000 
 4, 0400, 247.000000 
 4, 0500, 246.000000 
 4, 0600, 242.000000 
 4, 0700, 244.000000 
 4, 0800, 251.000000 
 4, 0900, 261.000000 
 4, 1000, 243.000000 
 4, 1100, 234.000000 
 4, 1200, 74.000000 
 4, 1300, 53.000000 
 4, 1400, 72.000000 
 4, 1500, 82.000000 
 4, 1600, 43.000000 
 4, 1700, 78.000000 
 4, 1800, 69.000000 
 4, 1900, 61.000000 
 4, 2000, 68.000000 
 4, 2100, 64.000000 
 4, 2200, 67.000000 
 4, 2300, 69.000000 
 5, 0000, 352.000000 
 5, 0100, 126.000000 
 5, 0200, 247.000000 
 5, 0300, 252.000000 
 5, 0400, 259.000000 
 5, 0500, 272.000000 
 5, 0600, 251.000000 
 5, 0700, 234.000000 
 5, 0800, 235.000000 
 5, 0900, 235.000000 
 5, 1000, 267.000000 
 5, 1100, 253.000000 
 5, 1200, 253.000000 
 5, 1300, 238.000000 
 5, 1400, 240.000000 
 5, 1500, 238.000000 
 5, 1600, 60.000000 
 5, 1700, 75.000000 
 5, 1800, 67.000000 
 5, 1900, 72.000000 
 5, 2000, 61.000000 
 5, 2100, 69.000000 
 5, 2200, 0.000000 
 5, 2300, 258.000000 
 6, 0000, 257.000000 
 6, 0100, 293.000000 
 6, 0200, 252.000000 
 6, 0300, 242.000000 
 6, 0400, 277.000000 
 6, 0500, 271.000000 
 6, 0600, 243.000000 
 6, 0700, 268.000000 
 6, 0800, 271.000000 
 6, 0900, 271.000000 
 6, 1000, 321.000000 
 6, 1100, 95.000000 
 6, 1200, 73.000000 
 6, 1300, 74.000000 
 6, 1400, 54.000000 
 6, 1500, 67.000000 
 6, 1600, 59.000000 
 6, 1700, 55.000000 
 6, 1800, 41.000000 
 6, 1900, 72.000000 
 6, 2000, 69.000000 
 6, 2100, 68.000000 
 6, 2200, 136.000000 
 6, 2300, 254.000000 
 7, 0000, 243.000000 
 7, 0100, 252.000000 
 7, 0200, 246.000000 
 7, 0300, 240.000000 
 7, 0400, 245.000000 
 7, 0500, 263.000000 
 7, 0600, 253.000000 
 7, 0700, 251.000000 
 7, 0800, 266.000000 
 7, 0900, 251.000000 
 7, 1000, 236.000000 
 7, 1100, 246.000000 
 7, 1200, 229.000000 
 7, 1300, 61.000000 
 7, 1400, 48.000000 
 7, 1500, 65.000000 
 7, 1600, 61.000000 
 7, 1700, 65.000000 
 7, 1800, 40.000000 
 7, 1900, 60.000000 
 7, 2000, 69.000000 
 7, 2100, 69.000000 
 7, 2200, 71.000000 
 7, 2300, 87.000000 
 8, 0000, 238.000000 
 8, 0100, 357.000000 
 8, 0200, 230.000000 
 8, 0300, 230.000000 
 8, 0400, 214.000000 
 8, 0500, 238.000000 
 8, 0600, 238.000000 
 8, 0700, 242.000000 
 8, 0800, 240.000000 
 8, 0900, 256.000000 
 8, 1000, 71.000000 
 8, 1100, 66.000000 
 8, 1200, 75.000000 
 8, 1300, 64.000000 
 8, 1400, 67.000000 
 8, 1500, 55.000000 
 8, 1600, 57.000000 
 8, 1700, 57.000000 
 8, 1800, 46.000000 
 8, 1900, 78.000000 
 8, 2000, 63.000000 
 8, 2100, 74.000000 
 8, 2200, 46.000000 
 8, 2300, 119.000000 
 9, 0000, 237.000000 
 9, 0100, 242.000000 
 9, 0200, 243.000000 
 9, 0300, 248.000000 
 9, 0400, 245.000000 
 9, 0500, 235.000000 
 9, 0600, 236.000000 
 9, 0700, 234.000000 
 9, 0800, 231.000000 
 9, 0900, 242.000000 
 9, 1000, 236.000000 
 9, 1100, 219.000000 
 9, 1200, 70.000000 
 9, 1300, 68.000000 
 9, 1400, 68.000000 
 9, 1500, 69.000000 
 9, 1600, -1.000000 
 9, 1700, -1.000000 
 9, 1800, 75.000000 
 9, 1900, 65.000000 
 9, 2000, 79.000000 
 9, 2100, 75.000000 
 9, 2200, 76.000000 
 9, 2300, 53.000000 
 10, 0000, 93.000000 
 10, 0100, 231.000000 
 10, 0200, 262.000000 
 10, 0300, 256.000000 
 10, 0400, 275.000000 
 10, 0500, 263.000000 
 10, 0600, 238.000000 
 10, 0700, 254.000000 
 10, 0800, 265.000000 
 10, 0900, 248.000000 
 10, 1000, 250.000000 
 10, 1100, 223.000000 
 10, 1200, 66.000000 
 10, 1300, 65.000000 
 10, 1400, 77.000000 
 10, 1500, 71.000000 
 10, 1600, 80.000000 
 10, 1700, 71.000000 
 10, 1800, 26.000000 
 10, 1900, 73.000000 
 10, 2000, 70.000000 
 10, 2100, 113.000000 
 10, 2200, 80.000000 
 10, 2300, 84.000000 
 11, 0000, 198.000000 
 11, 0100, 235.000000 
 11, 0200, 94.000000 
 11, 0300, 298.000000 
 11, 0400, 234.000000 
 11, 0500, 253.000000 
 11, 0600, 239.000000 
 11, 0700, 250.000000 
 11, 0800, 260.000000 
 11, 0900, 255.000000 
 11, 1000, 235.000000 
 11, 1100, 237.000000 
 11, 1200, 226.000000 
 11, 1300, 92.000000 
 11, 1400, 73.000000 
 11, 1500, 315.000000 
 11, 1600, 250.000000 
 11, 1700, 246.000000 
 11, 1800, 21.000000 
 11, 1900, 65.000000 
 11, 2000, 218.000000 
 11, 2100, 231.000000 
 11, 2200, 252.000000 
 11, 2300, 242.000000 
 12, 0000, 234.000000 
 12, 0100, 247.000000 
 12, 0200, 251.000000 
 12, 0300, 255.000000 
 12, 0400, 231.000000 
 12, 0500, 247.000000 
 12, 0600, 258.000000 
 12, 0700, 265.000000 
 12, 0800, 246.000000 
 12, 0900, 237.000000 
 12, 1000, 232.000000 
 12, 1100, 122.000000 
 12, 1200, 315.000000 
 12, 1300, 247.000000 
 12, 1400, 226.000000 
 12, 1500, 137.000000 
 12, 1600, 0.000000 
 12, 1700, 43.000000 
 12, 1800, 70.000000 
 12, 1900, 75.000000 
 12, 2000, 63.000000 
 12, 2100, 67.000000 
 12, 2200, 60.000000 
 12, 2300, 72.000000 
 13, 0000, 69.000000 
 13, 0100, 69.000000 
 13, 0200, 66.000000 
 13, 0300, 97.000000 
 13, 0400, 84.000000 
 13, 0500, 77.000000 
 13, 0600, 96.000000 
 13, 0700, 92.000000 
 13, 0800, 91.000000 
 13, 0900, 80.000000 
 13, 1000, 78.000000 
 13, 1100, 73.000000 
 13, 1200, 80.000000 
 13, 1300, 86.000000 
 13, 1400, 70.000000 
 13, 1500, 85.000000 
 13, 1600, 80.000000 
 13, 1700, 87.000000 
 13, 1800, 85.000000 
 13, 1900, 82.000000 
 13, 2000, 76.000000 
 13, 2100, 76.000000 
 13, 2200, 92.000000 
 13, 2300, 77.000000 
 14, 0000, 77.000000 
 14, 0100, 102.000000 
 14, 0200, 82.000000 
 14, 0300, 98.000000 
 14, 0400, 96.000000 
 14, 0500, 103.000000 
 14, 0600, 104.000000 
 14, 0700, 101.000000 
 14, 0800, 104.000000 
 14, 0900, 92.000000 
 14, 1000, 89.000000 
 14, 1100, 93.000000 
 14, 1200, 92.000000 
 14, 1300, 112.000000 
 14, 1400, 75.000000 
 14, 1500, 64.000000 
 14, 1600, 72.000000 
 14, 1700, 65.000000 
 14, 1800, 45.000000 
 14, 1900, 52.000000 
 14, 2000, 60.000000 
 14, 2100, 132.000000 
 14, 2200, 82.000000 
 14, 2300, 86.000000 
 15, 0000, 73.000000 
 15, 0100, 241.000000 
 15, 0200, 256.000000 
 15, 0300, 334.000000 
 15, 0400, 266.000000 
 15, 0500, 296.000000 
 15, 0600, 282.000000 
 15, 0700, 275.000000 
 15, 0800, 262.000000 
 15, 0900, 234.000000 
 15, 1000, 355.000000 
 15, 1100, 60.000000 
 15, 1200, 111.000000 
 15, 1300, 65.000000 
 15, 1400, 62.000000 
 15, 1500, 74.000000 
 15, 1600, 85.000000 
 15, 1700, 90.000000 
 15, 1800, 74.000000 
 15, 1900, 72.000000 
 15, 2000, 72.000000 
 15, 2100, 76.000000 
 15, 2200, 75.000000 
 15, 2300, 52.000000 
 16, 0000, 233.000000 
 16, 0100, 286.000000 
 16, 0200, 259.000000 
 16, 0300, 256.000000 
 16, 0400, 283.000000 
 16, 0500, 297.000000 
 16, 0600, 251.000000 
 16, 0700, 250.000000 
 16, 0800, 272.000000 
 16, 0900, 256.000000 
 16, 1000, 237.000000 
 16, 1100, 239.000000 
 16, 1200, 111.000000 
 16, 1300, 150.000000 
 16, 1400, 66.000000 
 16, 1500, 60.000000 
 16, 1600, 71.000000 
 16, 1700, 58.000000 
 16, 1800, 66.000000 
 16, 1900, 51.000000 
 16, 2000, 69.000000 
 16, 2100, 71.000000 
 16, 2200, 59.000000 
 16, 2300, 103.000000 
 17, 0000, 277.000000 
 17, 0100, 229.000000 
 17, 0200, 303.000000 
 17, 0300, 216.000000 
 17, 0400, 234.000000 
 17, 0500, 248.000000 
 17, 0600, 243.000000 
 17, 0700, 263.000000 
 17, 0800, 246.000000 
 17, 0900, 249.000000 
 17, 1000, 254.000000 
 17, 1100, 232.000000 
 17, 1200, 233.000000 
 17, 1300, 240.000000 
 17, 1400, 234.000000 
 17, 1500, 226.000000 
 17, 1600, 81.000000 
 17, 1700, 58.000000 
 17, 1800, 60.000000 
 17, 1900, 58.000000 
 17, 2000, 77.000000 
 17, 2100, 65.000000 
 17, 2200, 65.000000 
 17, 2300, 238.000000 
 18, 0000, 193.000000 
 18, 0100, 248.000000 
 18, 0200, 246.000000 
 18, 0300, 225.000000 
 18, 0400, 232.000000 
 18, 0500, 264.000000 
 18, 0600, 246.000000 
 18, 0700, 247.000000 
 18, 0800, 238.000000 
 18, 0900, 232.000000 
 18, 1000, 235.000000 
 18, 1100, 139.000000 
 18, 1200, 321.000000 
 18, 1300, 196.000000 
 18, 1400, 88.000000 
 18, 1500, 78.000000 
 18, 1600, 76.000000 
 18, 1700, 80.000000 
 18, 1800, 51.000000 
 18, 1900, 66.000000 
 18, 2000, 78.000000 
 18, 2100, 65.000000 
 18, 2200, 68.000000 
 18, 2300, 135.000000 
 19, 0000, 227.000000 
 19, 0100, 277.000000 
 19, 0200, 214.000000 
 19, 0300, 241.000000 
 19, 0400, 240.000000 
 19, 0500, 275.000000 
 19, 0600, 255.000000 
 19, 0700, 235.000000 
 19, 0800, 254.000000 
 19, 0900, 247.000000 
 19, 1000, 237.000000 
 19, 1100, 223.000000 
 19, 1200, 59.000000 
 19, 1300, 68.000000 
 19, 1400, 59.000000 
 19, 1500, 54.000000 
 19, 1600, 70.000000 
 19, 1700, 50.000000 
 19, 1800, 57.000000 
 19, 1900, 66.000000 
 19, 2000, 62.000000 
 19, 2100, 67.000000 
 19, 2200, 73.000000 
 19, 2300, 294.000000 
 20, 0000, 249.000000 
 20, 0100, 252.000000 
 20, 0200, 263.000000 
 20, 0300, 269.000000 
 20, 0400, 238.000000 
 20, 0500, 266.000000 
 20, 0600, 261.000000 
 20, 0700, 263.000000 
 20, 0800, 257.000000 
 20, 0900, 265.000000 
 20, 1000, 257.000000 
 20, 1100, 246.000000 
 20, 1200, 233.000000 
 20, 1300, 246.000000 
 20, 1400, 65.000000 
 20, 1500, 67.000000 
 20, 1600, 64.000000 
 20, 1700, 64.000000 
 20, 1800, 69.000000 
 20, 1900, 69.000000 
 20, 2000, 81.000000 
 20, 2100, 79.000000 
 20, 2200, 67.000000 
 20, 2300, 94.000000 
 21, 0000, 98.000000 
 21, 0100, 175.000000 
 21, 0200, 234.000000 
 21, 0300, 233.000000 
 21, 0400, 248.000000 
 21, 0500, 249.000000 
 21, 0600, 246.000000 
 21, 0700, 243.000000 
 21, 0800, 248.000000 
 21, 0900, 253.000000 
 21, 1000, 244.000000 
 21, 1100, 234.000000 
 21, 1200, 227.000000 
 21, 1300, 246.000000 
 21, 1400, 226.000000 
 21, 1500, 229.000000 
 21, 1600, 242.000000 
 21, 1700, 234.000000 
 21, 1800, 227.000000 
 21, 1900, 234.000000 
 21, 2000, 247.000000 
 21, 2100, 237.000000 
 21, 2200, 220.000000 
 21, 2300, 221.000000 
 22, 0000, 240.000000 
 22, 0100, 236.000000 
 22, 0200, 251.000000 
 22, 0300, 235.000000 
 22, 0400, 235.000000 
 22, 0500, 243.000000 
 22, 0600, 246.000000 
 22, 0700, 236.000000 
 22, 0800, 246.000000 
 22, 0900, 243.000000 
 22, 1000, 253.000000 
 22, 1100, 236.000000 
 22, 1200, 259.000000 
 22, 1300, 237.000000 
 22, 1400, 237.000000 
 22, 1500, 255.000000 
 22, 1600, 250.000000 
 22, 1700, 48.000000 
 22, 1800, 37.000000 
 22, 1900, 63.000000 
 22, 2000, 72.000000 
 22, 2100, 103.000000 
 22, 2200, 87.000000 
 22, 2300, 333.000000 
 23, 0000, 130.000000 
 23, 0100, 96.000000 
 23, 0200, 105.000000 
 23, 0300, 137.000000 
 23, 0400, 129.000000 
 23, 0500, 183.000000 
 23, 0600, 162.000000 
 23, 0700, 291.000000 
 23, 0800, 148.000000 
 23, 0900, 75.000000 
 23, 1000, 63.000000 
 23, 1100, 79.000000 
 23, 1200, 71.000000 
 23, 1300, 69.000000 
 23, 1400, 58.000000 
 23, 1500, 51.000000 
 23, 1600, 58.000000 
 23, 1700, 64.000000 
 23, 1800, 218.000000 
 23, 1900, 225.000000 
 23, 2000, 317.000000 
 23, 2100, 68.000000 
 23, 2200, 55.000000 
 23, 2300, 31.000000 
 24, 0000, 248.000000 
 24, 0100, 254.000000 
 24, 0200, 266.000000 
 24, 0300, 256.000000 
 24, 0400, 242.000000 
 24, 0500, 251.000000 
 24, 0600, 238.000000 
 24, 0700, 265.000000 
 24, 0800, 266.000000 
 24, 0900, 244.000000 
 24, 1000, 253.000000 
 24, 1100, 244.000000 
 24, 1200, 207.000000 
 24, 1300, 227.000000 
 24, 1400, 275.000000 
 24, 1500, 297.000000 
 24, 1600, 56.000000 
 24, 1700, 66.000000 
 24, 1800, 70.000000 
 24, 1900, 62.000000 
 24, 2000, 67.000000 
 24, 2100, 57.000000 
 24, 2200, 59.000000 
 24, 2300, 67.000000 
 25, 0000, 86.000000 
 25, 0100, 147.000000 
 25, 0200, 118.000000 
 25, 0300, 254.000000 
 25, 0400, 45.000000 
 25, 0500, 15.000000 
 25, 0600, 323.000000 
 25, 0700, 329.000000 
 25, 0800, 74.000000 
 25, 0900, 71.000000 
 25, 1000, 0.000000 
 25, 1100, 40.000000 
 25, 1200, 90.000000 
 25, 1300, 74.000000 
 25, 1400, 68.000000 
 25, 1500, 90.000000 
 25, 1600, 0.000000 
 25, 1700, 91.000000 
 25, 1800, 135.000000 
 25, 1900, 106.000000 
 25, 2000, 116.000000 
 25, 2100, 322.000000 
 25, 2200, 88.000000 
 25, 2300, 75.000000 
 26, 0000, 175.000000 
 26, 0100, 313.000000 
 26, 0200, 331.000000 
 26, 0300, 276.000000 
 26, 0400, 283.000000 
 26, 0500, 275.000000 
 26, 0600, 267.000000 
 26, 0700, 262.000000 
 26, 0800, 252.000000 
 26, 0900, 270.000000 
 26, 1000, 235.000000 
 26, 1100, 273.000000 
 26, 1200, 270.000000 
 26, 1300, 319.000000 
 26, 1400, 321.000000 
 26, 1500, 277.000000 
 26, 1600, 274.000000 
 26, 1700, 302.000000 
 26, 1800, 325.000000 
 26, 1900, 339.000000 
 26, 2000, 335.000000 
 26, 2100, 352.000000 
 26, 2200, 318.000000 
 26, 2300, 358.000000 
 27, 0000, 105.000000 
 27, 0100, 233.000000 
 27, 0200, 215.000000 
 27, 0300, 148.000000 
 27, 0400, 240.000000 
 27, 0500, 236.000000 
 27, 0600, 264.000000 
 27, 0700, 303.000000 
 27, 0800, 243.000000 
 27, 0900, 255.000000 
 27, 1000, 251.000000 
 27, 1100, 249.000000 
 27, 1200, 59.000000 
 27, 1300, 72.000000 
 27, 1400, 69.000000 
 27, 1500, 49.000000 
 27, 1600, 58.000000 
 27, 1700, 54.000000 
 27, 1800, 51.000000 
 27, 1900, 42.000000 
 27, 2000, 58.000000 
 27, 2100, 72.000000 
 27, 2200, 51.000000 
 27, 2300, 114.000000 
 28, 0000, 101.000000 
 28, 0100, 79.000000 
 28, 0200, 53.000000 
 28, 0300, 47.000000 
 28, 0400, 308.000000 
 28, 0500, 323.000000 
 28, 0600, 253.000000 
 28, 0700, 261.000000 
 28, 0800, 267.000000 
 28, 0900, 1.000000 
 28, 1000, 52.000000 
 28, 1100, 91.000000 
 28, 1200, 79.000000 
 28, 1300, 95.000000 
 28, 1400, 73.000000 
 28, 1500, 75.000000 
 28, 1600, 82.000000 
 28, 1700, 83.000000 
 28, 1800, 74.000000 
 28, 1900, 85.000000 
 28, 2000, 66.000000 
 28, 2100, 77.000000 
 28, 2200, 71.000000 
 28, 2300, 82.000000 
 29, 0000, 67.000000 
 29, 0100, 57.000000 
 29, 0200, 73.000000 
 29, 0300, 44.000000 
 29, 0400, 88.000000 
 29, 0500, 69.000000 
 29, 0600, 65.000000 
 29, 0700, 11.000000 
 29, 0800, 32.000000 
 29, 0900, 72.000000 
 29, 1000, 79.000000 
 29, 1100, 81.000000 
 29, 1200, 81.000000 
 29, 1300, 96.000000 
 29, 1400, 85.000000 
 29, 1500, 67.000000 
 29, 1600, 47.000000 
 29, 1700, 22.000000 
 29, 1800, 56.000000 
 29, 1900, 67.000000 
 29, 2000, 49.000000 
 29, 2100, 69.000000 
 29, 2200, 64.000000 
 29, 2300, 113.000000 
 30, 0000, 114.000000 
 30, 0100, 230.000000 
 30, 0200, 247.000000 
 30, 0300, 254.000000 
 30, 0400, 273.000000 
 30, 0500, 259.000000 
 30, 0600, 257.000000 
 30, 0700, 236.000000 
 30, 0800, 269.000000 
 30, 0900, 263.000000 
 30, 1000, 255.000000 
 30, 1100, 264.000000 
 30, 1200, 253.000000 
 30, 1300, 73.000000 
 30, 1400, 76.000000 
 30, 1500, 68.000000 
 30, 1600, 45.000000 
 30, 1700, 42.000000 
 30, 1800, 60.000000 
 30, 1900, 59.000000 
 30, 2000, 68.000000 
 30, 2100, 70.000000 
 30, 2200, 55.000000 
 30, 2300, 115.000000 
 Start : 20220501 
 1, 0000, 185.000000 
 1, 0100, 243.000000 
 1, 0200, 267.000000 
 1, 0300, 242.000000 
 1, 0400, 258.000000 
 1, 0500, 261.000000 
 1, 0600, 255.000000 
 1, 0700, 252.000000 
 1, 0800, 247.000000 
 1, 0900, 236.000000 
 1, 1000, 239.000000 
 1, 1100, 262.000000 
 1, 1200, 267.000000 
 1, 1300, 253.000000 
 1, 1400, 61.000000 
 1, 1500, 65.000000 
 1, 1600, 45.000000 
 1, 1700, 38.000000 
 1, 1800, 68.000000 
 1, 1900, 59.000000 
 1, 2000, 53.000000 
 1, 2100, 78.000000 
 1, 2200, 58.000000 
 1, 2300, 134.000000 
 2, 0000, 237.000000 
 2, 0100, 234.000000 
 2, 0200, 305.000000 
 2, 0300, 252.000000 
 2, 0400, 254.000000 
 2, 0500, 316.000000 
 2, 0600, 296.000000 
 2, 0700, 271.000000 
 2, 0800, 303.000000 
 2, 0900, 267.000000 
 2, 1000, 259.000000 
 2, 1100, 63.000000 
 2, 1200, 70.000000 
 2, 1300, 52.000000 
 2, 1400, 76.000000 
 2, 1500, 33.000000 
 2, 1600, 67.000000 
 2, 1700, 71.000000 
 2, 1800, 65.000000 
 2, 1900, 42.000000 
 2, 2000, 65.000000 
 2, 2100, 75.000000 
 2, 2200, 68.000000 
 2, 2300, 117.000000 
 3, 0000, 170.000000 
 3, 0100, 251.000000 
 3, 0200, 252.000000 
 3, 0300, 248.000000 
 3, 0400, 257.000000 
 3, 0500, 259.000000 
 3, 0600, 251.000000 
 3, 0700, 259.000000 
 3, 0800, 268.000000 
 3, 0900, 275.000000 
 3, 1000, 257.000000 
 3, 1100, 67.000000 
 3, 1200, 65.000000 
 3, 1300, 71.000000 
 3, 1400, 71.000000 
 3, 1500, 58.000000 
 3, 1600, 53.000000 
 3, 1700, 71.000000 
 3, 1800, 63.000000 
 3, 1900, 59.000000 
 3, 2000, 65.000000 
 3, 2100, 73.000000 
 3, 2200, 70.000000 
 3, 2300, 89.000000 
 4, 0000, 173.000000 
 4, 0100, 122.000000 
 4, 0200, 251.000000 
 4, 0300, 257.000000 
 4, 0400, 247.000000 
 4, 0500, 259.000000 
 4, 0600, 260.000000 
 4, 0700, 252.000000 
 4, 0800, 251.000000 
 4, 0900, 256.000000 
 4, 1000, 243.000000 
 4, 1100, 234.000000 
 4, 1200, 182.000000 
 4, 1300, 68.000000 
 4, 1400, 68.000000 
 4, 1500, 69.000000 
 4, 1600, 74.000000 
 4, 1700, 64.000000 
 4, 1800, 59.000000 
 4, 1900, 50.000000 
 4, 2000, 70.000000 
 4, 2100, 76.000000 
 4, 2200, 79.000000 
 4, 2300, 91.000000 
 5, 0000, 247.000000 
 5, 0100, 253.000000 
 5, 0200, 274.000000 
 5, 0300, 261.000000 
 5, 0400, 253.000000 
 5, 0500, 255.000000 
 5, 0600, 266.000000 
 5, 0700, 237.000000 
 5, 0800, 268.000000 
 5, 0900, 247.000000 
 5, 1000, 248.000000 
 5, 1100, 242.000000 
 5, 1200, 65.000000 
 5, 1300, 68.000000 
 5, 1400, 79.000000 
 5, 1500, 46.000000 
 5, 1600, 67.000000 
 5, 1700, 80.000000 
 5, 1800, 73.000000 
 5, 1900, 79.000000 
 5, 2000, 69.000000 
 5, 2100, 80.000000 
 5, 2200, 77.000000 
 5, 2300, 78.000000 
 6, 0000, 175.000000 
 6, 0100, 250.000000 
 6, 0200, 253.000000 
 6, 0300, 283.000000 
 6, 0400, 241.000000 
 6, 0500, 250.000000 
 6, 0600, 258.000000 
 6, 0700, 256.000000 
 6, 0800, 262.000000 
 6, 0900, 289.000000 
 6, 1000, 247.000000 
 6, 1100, 252.000000 
 6, 1200, 239.000000 
 6, 1300, 243.000000 
 6, 1400, 241.000000 
 6, 1500, 256.000000 
 6, 1600, 238.000000 
 6, 1700, 238.000000 
 6, 1800, 240.000000 
 6, 1900, 251.000000 
 6, 2000, 257.000000 
 6, 2100, 246.000000 
 6, 2200, 242.000000 
 6, 2300, 209.000000 
 7, 0000, 299.000000 
 7, 0100, 268.000000 
 7, 0200, 307.000000 
 7, 0300, 353.000000 
 7, 0400, 310.000000 
 7, 0500, 291.000000 
 7, 0600, 286.000000 
 7, 0700, 324.000000 
 7, 0800, 286.000000 
 7, 0900, 275.000000 
 7, 1000, 263.000000 
 7, 1100, 1.000000 
 7, 1200, 72.000000 
 7, 1300, 62.000000 
 7, 1400, 53.000000 
 7, 1500, 0.000000 
 7, 1600, 58.000000 
 7, 1700, 69.000000 
 7, 1800, 68.000000 
 7, 1900, 85.000000 
 7, 2000, 49.000000 
 7, 2100, 121.000000 
 7, 2200, 78.000000 
 7, 2300, 79.000000 
 8, 0000, 85.000000 
 8, 0100, 106.000000 
 8, 0200, 107.000000 
 8, 0300, 96.000000 
 8, 0400, 97.000000 
 8, 0500, 100.000000 
